Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
146511,646,0.7231,-0.3694,-0.2491,0.5597,0.4456,1.0514,-2.5483,-1.0,0.6102,0.4624,0.3321,-0.1926,0.5693,-0.3322,0.6228,1.0,1.2757
146511,647,0.3475,0.1149,-0.2308,-0.2077,0.2578,-0.7369,-1.1089,-1.0,12.5993,-8.9384,0.5838,-8.8597,8.9575,-0.8736,3.0764,1.0,2.7244
146511,648,2.318,-2.2386,-0.4601,-0.3726,2.2854,-0.1623,-2.9389,-1.0,1.4915,0.9071,-0.856,-0.8111,1.2472,-0.6115,-0.7564,1.0,3.0994
146511,649,4.773,0.816,0.1028,4.7005,0.8224,2.4439,0.1254,1.0,4.8514,0.1835,3.723,3.1034,3.7275,0.7579,1.5216,-1.0,4.0118
146511,650,6.5112,0.3853,1.4053,6.3452,1.4572,2.1772,1.3032,1.0,12.0824,2.892,1.4135,11.6452,3.2189,1.9976,0.4546,-1.0,1.8387
146511,651,44.8272,-36.7522,6.0254,24.9488,37.2428,0.6278,2.9791,1.0,44.114,41.2439,-8.9778,-12.8208,42.2097,-0.2993,-0.2143,-1.0,87.9463
146511,652,1.5973,1.055,-0.7579,0.9234,1.299,0.6616,-0.623,-1.0,1.6275,-1.3567,0.5361,-0.7139,1.4588,-0.4717,2.7653,1.0,3.1961
146511,653,1.886,0.9817,-0.2648,1.5849,1.0168,1.2269,-0.2634,-1.0,2.409,0.1382,0.2077,2.3938,0.2495,2.957,0.9838,1.0,1.1662
146511,654,4.832,2.3878,2.2657,3.5358,3.2917,0.9329,0.7592,1.0,8.4182,-5.6366,-3.5647,5.1358,6.6693,0.7091,-2.5777,-1.0,9.3877
146511,655,2.661,-0.0935,-2.0777,-1.6567,2.0798,-0.73,-1.6157,-1.0,34.8348,6.0517,11.4542,-32.3362,12.9546,-1.6458,1.0847,1.0,11.2695
146511,656,4.035,-1.2675,-2.2493,3.099,2.5818,1.0162,-2.0839,1.0,5.6805,1.4462,1.5163,-5.2789,2.0953,-1.6544,0.8091,-1.0,9.4377
146511,657,0.5579,0.4191,-0.3209,0.1462,0.5279,0.2735,-0.6535,-1.0,36.8378,13.6373,-6.5043,33.5967,15.109,1.5394,-0.445,1.0,3.9616
146511,658,6.6797,-4.0445,-1.8472,-4.9837,4.4464,-0.9643,-2.7132,1.0,0.5317,0.4594,0.1228,-0.213,0.4756,-0.4341,0.2611,-1.0,3.0286
146511,659,4.538,-0.0014,-1.8603,-4.1378,1.8603,-1.5397,-1.5715,-1.0,1.179,-0.1101,0.021,-1.1689,0.1121,-3.0396,2.9532,1.0,1.0618
146511,660,2.2518,-2.129,0.2325,0.6876,2.1417,0.3158,3.0328,1.0,1.3391,1.1588,-0.3584,-0.5574,1.213,-0.4448,-0.2999,-1.0,3.4526
146511,661,35.1111,34.0427,6.423,5.7108,34.6434,0.1641,0.1865,-1.0,57.2718,-50.4293,-20.4811,-17.8174,54.4297,-0.3218,-2.7558,1.0,89.0049
146511,662,6.0673,-2.8569,5.012,1.8759,5.7691,0.3197,2.0889,-1.0,5.7443,-1.3416,5.2065,2.0193,5.3766,0.3673,1.823,1.0,1.5149
146511,663,35.1446,-23.9276,-17.205,-19.1465,29.4711,-0.6109,-2.5182,-1.0,36.4214,14.5493,24.0519,23.1588,28.11,0.7512,1.0268,1.0,70.5036
146511,664,3.0393,-1.7796,2.4172,-0.4652,3.0017,-0.1544,2.2054,1.0,5.5367,-3.0801,4.542,0.7266,5.4878,0.132,2.1667,-1.0,1.1974
146511,665,2.3662,0.9626,0.2408,2.1455,0.9923,1.5139,0.2451,1.0,1.7807,1.2617,0.8038,-0.9601,1.496,-0.6043,0.5672,-1.0,3.1229
146511,666,8.5269,-4.8125,3.1546,6.2917,5.7543,0.9459,2.5614,-1.0,6.1303,4.306,3.2465,2.9135,5.3927,0.5169,0.646,1.0,9.427
146511,667,46.8233,25.5283,-36.9223,-13.3214,44.8882,-0.2926,-0.9659,1.0,88.2142,-35.5802,7.7476,-80.3477,36.414,-1.5323,2.9272,-1.0,92.2443
146511,668,2.9981,-0.2318,1.0843,-2.7835,1.1088,-1.6511,1.7814,-1.0,1.6266,-0.8119,0.6664,-1.2375,1.0504,-1.0019,2.4543,1.0,1.032
146511,669,0.5727,0.1319,-0.5385,-0.0972,0.5544,-0.1745,-1.3306,-1.0,3.0169,-2.9973,0.2744,-0.1776,3.0098,-0.059,3.0503,1.0,2.1283
146511,670,3.5638,2.1394,-2.4219,1.4991,3.2315,0.4487,-0.8473,-1.0,2.9808,0.9621,-2.151,1.8225,2.3564,0.7118,-1.1502,1.0,1.1264
146511,671,13.0498,-0.3298,-5.2803,11.9287,5.2906,1.5521,-1.6332,1.0,5.9104,1.8804,-1.8151,5.3001,2.6135,1.4561,-0.7677,-1.0,3.1473
146511,672,52.5211,-45.7764,-22.9123,11.7477,51.1903,0.2275,-2.6775,-1.0,42.1065,37.7791,-7.9134,-16.8243,38.599,-0.4231,-0.2065,1.0,88.963
146511,673,1.3813,-1.0895,-0.7835,0.3094,1.342,0.2286,-2.5181,1.0,1.838,0.5534,1.4629,-0.9595,1.5641,-0.5803,1.2092,-1.0,3.0318
146511,674,2.5461,-1.1789,-2.2285,0.3397,2.5212,0.1344,-2.0574,1.0,2.5815,0.8767,-1.4139,-1.9712,1.6637,-1.0062,-1.0157,-1.0,3.2052
146511,675,0.9955,-0.363,-0.2279,-0.8923,0.4286,-1.4796,-2.581,1.0,0.2741,0.0628,-0.0029,0.245,0.0629,2.0692,-0.0458,-1.0,1.0245
146511,676,45.2892,-18.1544,-41.4106,-2.5847,45.2153,-0.0571,-1.984,1.0,45.0004,15.4712,41.4723,8.1065,44.264,0.1821,1.2137,-1.0,90.0806
146511,677,1.0056,-0.649,-0.7515,-0.1193,0.9929,-0.1199,-2.2832,-1.0,1.3968,0.6802,-0.3762,-1.1557,0.7773,-1.1875,-0.5052,1.0,1.6951
146511,678,2.6019,0.3188,1.5158,2.0879,1.549,1.1073,1.3635,-1.0,4.878,-1.8372,3.2798,3.1066,3.7593,0.7531,2.0814,1.0,1.9136
146511,679,3.712,2.9532,0.6076,-2.1628,3.015,-0.6668,0.2029,1.0,6.7262,4.5182,-3.4479,-3.5957,5.6835,-0.5966,-0.6518,-1.0,3.4509
146511,680,8.8818,-0.7256,3.2377,-8.238,3.3181,-1.6408,1.7913,-1.0,25.1106,4.4322,9.3933,-22.8617,10.3864,-1.5301,1.1299,1.0,3.8746
146511,681,2.8149,1.5941,1.6803,-1.5962,2.3162,-0.6438,0.8117,-1.0,4.9612,1.1216,2.4403,-4.1701,2.6857,-1.2236,1.14,1.0,1.6923
146511,682,0.3534,-0.2231,0.1712,-0.1863,0.2812,-0.6218,2.4871,1.0,1.5127,0.4518,1.3246,0.5642,1.3996,0.3929,1.2421,-1.0,1.0247
146511,683,4.4172,-1.8075,1.9174,-3.5437,2.635,-1.1055,2.3267,1.0,5.0507,1.6119,-1.9772,4.3578,2.551,1.305,-0.8868,-1.0,9.4307
146511,684,2.2977,2.2748,-0.2984,0.0661,2.2943,0.0288,-0.1304,-1.0,1.3557,-0.6656,0.2889,-1.1403,0.7256,-1.2339,2.7321,1.0,3.099
146511,685,14.6011,2.5376,-2.2045,14.2085,3.3614,2.1483,-0.7153,1.0,12.523,3.3632,-1.8233,11.9238,3.8256,1.8548,-0.4968,-1.0,1.3314
146511,686,0.5412,-0.4565,-0.0913,-0.2549,0.4655,-0.5233,-2.9443,1.0,7.053,1.6401,1.9769,-6.5678,2.5686,-1.6682,0.8782,-1.0,2.4832
146511,687,48.6925,-34.6262,-34.2281,0.6385,48.6882,0.0131,-2.362,-1.0,42.7684,23.1364,27.9729,-22.6131,36.3012,-0.5884,0.8797,1.0,87.8127
146511,688,9.3152,-1.9285,-4.4729,-7.9395,4.8709,-1.2648,-1.9779,-1.0,3.163,-0.1151,3.1543,0.1744,3.1564,0.0552,1.6073,1.0,9.4601
146511,689,3.0416,0.3179,0.6305,2.9566,0.7062,2.1391,1.1038,-1.0,35.9214,-9.1596,9.9772,33.27,13.5441,1.6309,2.3135,1.0,3.8792
146511,690,1.7591,-1.2317,-0.6785,-1.0515,1.4062,-0.6913,-2.6381,1.0,8.8537,-1.2997,0.5033,-8.7427,1.3937,-2.5357,2.7722,-1.0,3.2041
146511,691,44.8393,8.8749,-22.423,-37.802,24.1154,-1.2317,-1.1939,-1.0,43.1322,-10.5995,21.963,35.5761,24.3869,1.1717,2.0204,1.0,87.9252
146511,692,11.1647,6.1168,-7.1881,-5.9629,9.4384,-0.5959,-0.8657,-1.0,1.5083,0.3738,-0.9202,-1.1302,0.9932,-0.9756,-1.1849,1.0,1.5561
146511,693,0.7256,-0.4845,-0.1437,0.5098,0.5054,0.8875,-2.8533,-1.0,1.4727,-1.1324,-0.1013,-0.9301,1.1369,-0.7467,-3.0524,1.0,1.4076
146511,694,41.5898,-11.6878,-36.8577,15.3168,38.6664,0.3864,-1.8779,1.0,45.0381,14.1153,40.101,-14.8689,42.5127,-0.343,1.2323,-1.0,86.5319
146511,695,24.5452,-1.8213,5.784,-23.7841,6.0639,-2.0757,1.8759,1.0,3.2561,-2.3352,-0.9706,-2.0484,2.5288,-0.7405,-2.7477,-1.0,8.0714
146511,696,1.8302,0.1728,-0.9801,-1.5324,0.9952,-1.2166,-1.3963,-1.0,6.2457,2.576,2.0156,-5.3197,3.2708,-1.2629,0.6639,1.0,3.1051
146511,697,24.8172,-4.3633,-6.5536,-23.535,7.8733,-1.815,-2.1582,1.0,6.3329,-1.9443,-0.3618,-6.0153,1.9777,-1.8315,-2.9576,-1.0,3.083
146511,698,9.6968,-2.6483,-2.3158,-9.0355,3.518,-1.6723,-2.4231,1.0,5.3187,-1.1347,0.9517,-5.1073,1.4809,-1.9515,2.4437,-1.0,3.0456
146511,699,3.7568,0.0614,0.5495,-3.7144,0.553,-2.6033,1.4596,-1.0,0.8621,0.139,0.6918,-0.4839,0.7056,-0.641,1.3725,1.0,1.4587
146511,700,0.782,-0.0564,-0.5547,0.538,0.5576,0.8563,-1.6721,1.0,2.5276,0.5032,-2.4696,-0.1597,2.5203,-0.0633,-1.3698,-1.0,1.2099
146511,701,0.922,-0.6903,-0.2481,0.5485,0.7335,0.6914,-2.7966,-1.0,0.6795,-0.1263,0.3266,-0.5727,0.3502,-1.2675,1.9396,1.0,1.3752
146511,702,2.5495,-2.1982,-0.3947,1.2251,2.2334,0.5242,-2.9639,-1.0,2.7447,2.3462,0.8077,-1.1684,2.4813,-0.455,0.3316,1.0,5.2757
146511,703,44.2416,-15.2751,-1.5926,41.4902,15.3579,1.7196,-3.0377,1.0,48.4083,27.2687,0.1824,-39.9967,27.2693,-1.1762,0.0067,-1.0,91.8473
146511,704,1.2764,0.2442,-0.5533,-1.119,0.6048,-1.3746,-1.1551,-1.0,8.7725,4.9577,2.3072,-6.8588,5.4682,-1.0503,0.4356,1.0,2.6828
146511,705,6.3819,4.0229,0.1082,4.9519,4.0244,1.0353,0.0269,-1.0,2.5467,1.0456,-1.7647,1.5056,2.0513,0.6803,-1.0359,1.0,3.096
146511,706,5.5972,4.7141,2.8781,-0.9003,5.5233,-0.1623,0.5481,-1.0,9.7659,5.0081,-6.0866,-5.7648,7.8821,-0.6782,-0.8823,1.0,9.3158
146511,707,5.5521,3.3144,4.351,0.9476,5.4696,0.1724,0.9198,1.0,14.5472,11.1915,-2.1135,9.0495,11.3893,0.7284,-0.1867,-1.0,9.4134
146511,708,9.6728,3.4158,5.5793,7.1243,6.5419,0.9429,1.0214,1.0,2.9282,1.5522,0.9119,2.307,1.8002,1.0671,0.5311,-1.0,1.7376
146511,709,5.0191,-3.6082,3.4873,-0.0153,5.018,-0.003,2.3732,1.0,4.5984,4.5674,-0.5222,0.0244,4.5972,0.0053,-0.1138,-1.0,9.0987
146511,710,51.0226,27.4358,18.43,38.8703,33.0513,1.0006,0.5915,-1.0,44.4878,-9.6836,-40.7786,-14.9161,41.9126,-0.3488,-1.8039,1.0,87.9422
146511,711,1.495,-0.6229,0.4003,1.2944,0.7404,1.325,2.5703,1.0,1.643,0.6328,-0.5663,-1.4026,0.8492,-1.2761,-0.73,-1.0,3.1317
146511,712,9.7268,3.2096,-2.59,8.8085,4.1242,1.5028,-0.679,-1.0,99.0542,24.2417,1.86,96.0239,24.313,2.0824,0.0766,1.0,9.4523
146511,713,44.1546,12.8312,-5.9071,41.834,14.1256,1.8062,-0.4314,1.0,44.9617,-15.9299,8.0972,-41.2579,17.8697,-1.5738,2.6713,-1.0,89.0335
146511,714,5.8613,-5.5624,1.5419,1.0127,5.7722,0.1746,2.8712,-1.0,4.7409,1.9009,-3.3589,-2.7513,3.8594,-0.6632,-1.0558,1.0,9.6268
146511,715,0.4994,0.4709,-0.1219,0.0402,0.4864,0.0826,-0.2532,-1.0,1.0308,-0.1796,-0.2162,0.9861,0.281,1.9681,-2.2641,1.0,1.0435
146511,716,1.7342,0.8109,1.527,0.0838,1.7289,0.0485,1.0826,1.0,1.5146,-0.4455,-1.3875,0.3989,1.4573,0.2704,-1.8815,-1.0,3.1888
146511,717,4.1384,2.3357,1.7344,-2.9414,2.9093,-0.8892,0.6387,1.0,1.3441,0.0574,-0.7022,-1.1398,0.7045,-1.2583,-1.4892,-1.0,2.5709
146511,718,10.0391,-0.3883,-2.2931,-9.7654,2.3258,-2.1418,-1.7386,1.0,8.3958,0.6083,-4.485,-7.0706,4.5261,-1.2288,-1.436,-1.0,3.2256
146511,719,61.6404,-26.3894,9.8201,54.8333,28.1573,1.4199,2.7853,1.0,44.374,32.5204,-29.3045,-7.2602,43.7759,-0.1651,-0.7334,-1.0,92.5127
146511,720,42.572,35.3308,19.5834,-13.4383,40.3952,-0.3268,0.5061,-1.0,44.1164,-29.1793,-19.2759,26.8934,34.9713,0.7083,-2.5578,1.0,85.4161
146511,721,4.7662,-0.2259,2.156,4.2434,2.1678,1.4245,1.6752,1.0,15.355,0.8284,7.6685,13.2767,7.7131,1.3116,1.4632,-1.0,1.0118
146511,722,1.6086,0.9291,0.8265,1.0148,1.2436,0.7452,0.727,-1.0,3.6653,2.179,-0.9568,-2.7857,2.3798,-0.997,-0.4138,1.0,3.8731
146511,723,42.4083,4.552,10.4413,-40.8499,11.3904,-1.9892,1.1597,-1.0,46.2944,-7.0377,-14.3318,43.4538,15.9665,1.7265,-2.0273,1.0,88.5443
146511,724,5.2477,0.0308,-3.0093,4.2977,3.0095,1.1542,-1.5606,-1.0,2.2314,0.9125,-0.4175,1.9902,1.0035,1.4362,-0.4291,1.0,1.9405
146511,725,3.1115,-0.1713,1.01,2.9361,1.0244,1.7752,1.7388,1.0,32.9085,-5.1953,10.2242,30.8453,11.4685,1.7154,2.0409,-1.0,1.117
146511,726,16.1282,1.0486,-15.9788,-1.9201,16.0131,-0.1196,-1.5053,1.0,17.32,1.1785,17.1399,2.1925,17.1804,0.1273,1.5021,-1.0,33.3527
146511,727,0.5735,-0.2398,0.4506,0.2391,0.5104,0.4528,2.0598,-1.0,0.5822,0.0145,-0.495,-0.2873,0.4953,-0.5517,-1.5416,1.0,1.1316
146511,728,1.7253,1.4761,-0.8434,-0.2743,1.7001,-0.1607,-0.5191,-1.0,5.5988,-1.6656,-4.517,-2.8561,4.8143,-0.563,-1.9241,1.0,3.8823
146511,729,0.4212,0.1351,-0.368,-0.112,0.392,-0.282,-1.219,1.0,6.0299,-1.861,-4.273,3.8245,4.6607,0.7487,-1.9816,-1.0,1.821
146511,730,1.0765,-0.7098,-0.5523,-0.5821,0.8994,-0.6089,-2.4803,-1.0,0.6896,0.0202,0.4787,-0.4846,0.4791,-0.8894,1.5286,1.0,1.2249
146511,731,2.566,1.7261,-0.8608,-1.689,1.9289,-0.7906,-0.4626,1.0,2.0324,-1.3304,1.2364,0.9061,1.8162,0.4803,2.3928,-1.0,4.4983
146511,732,11.5027,-6.8647,-5.376,-7.5017,8.7193,-0.7791,-2.4772,1.0,10.8521,6.797,5.6643,6.2827,8.8478,0.6609,0.6948,-1.0,22.3196
146511,733,1.0953,-0.3932,-0.7623,0.6729,0.8578,0.7205,-2.047,-1.0,1.6211,0.5154,1.5139,0.2431,1.5992,0.1514,1.2426,1.0,2.4413
146511,734,1.5819,-0.6256,1.0448,1.0042,1.2178,0.7518,2.1103,-1.0,5.2636,-0.7913,2.4761,4.5757,2.5995,1.331,1.8801,1.0,1.1497
146511,735,1.4554,0.2799,0.4928,1.3363,0.5667,1.5932,1.0543,-1.0,1.6528,-0.2236,-0.4909,-1.5587,0.5394,-1.7829,-1.9982,1.0,3.0997
146511,736,1.9339,-1.5243,0.2811,1.1517,1.55,0.6876,2.9593,-1.0,8.3752,-7.8671,2.8524,0.3253,8.3682,0.0389,2.7938,1.0,2.4657
146511,737,7.5996,-7.4492,-1.4865,0.2077,7.596,0.0273,-2.9446,-1.0,12.6663,10.0604,-7.683,0.429,12.6586,0.0339,-0.6522,1.0,17.8719
146511,738,4.6908,1.7277,-0.5087,-4.3299,1.8011,-1.611,-0.2863,-1.0,13.5071,0.199,4.0342,-12.8886,4.0391,-1.8772,1.5215,1.0,4.3061
146511,739,7.3744,-2.1811,-2.2273,-6.6822,3.1174,-1.5061,-2.3457,-1.0,27.0663,-8.1734,-10.2005,-23.7006,13.0711,-1.3568,-2.2463,1.0,1.1737
146511,740,1.655,-0.2882,1.3224,0.9465,1.3535,0.6521,1.7854,1.0,3.8704,2.9053,-0.7177,-2.4522,2.9926,-0.7478,-0.2422,-1.0,4.5878
146511,741,6.5128,-0.6889,-1.3861,-6.3253,1.5479,-2.1155,-2.0321,-1.0,2.7225,-0.9255,-1.1275,-2.2963,1.4587,-1.2353,-2.2581,1.0,1.4261
146511,742,5.1425,3.1217,4.0852,0.0042,5.1414,0.0008,0.9183,-1.0,4.485,-2.3878,-3.795,-0.0021,4.4837,-0.0005,-2.1324,1.0,9.5951
146511,743,8.1713,0.4006,-0.5088,-8.1449,0.6475,-3.2267,-0.9038,1.0,6.7382,0.2116,0.1964,6.7312,0.2887,3.8427,0.7483,-1.0,14.8264
146511,744,10.589,-1.2874,10.4901,-0.6451,10.5688,-0.061,1.6929,-1.0,9.7677,-1.2632,-7.3137,-6.3491,7.422,-0.7754,-1.7418,1.0,18.6783
146511,745,3.5183,-0.7312,-0.474,-3.407,0.8714,-2.0726,-2.5664,1.0,3.6737,-0.8461,-1.5981,-3.1961,1.8082,-1.3346,-2.0577,-1.0,1.1583
146511,746,2.2685,0.6219,-0.805,2.0249,1.0173,1.4394,-0.913,-1.0,1.2223,0.4629,1.0777,-0.3271,1.1729,-0.2754,1.1651,1.0,2.8376
146511,747,3.0435,1.4459,-2.6612,-0.2812,3.0286,-0.0927,-1.0731,1.0,3.0801,1.1773,-2.4748,1.4019,2.7406,0.4915,-1.1268,-1.0,1.7271
146511,748,13.9082,6.3204,5.8931,-10.8973,8.6415,-1.0545,0.7504,1.0,33.4274,1.2226,18.4084,-27.8751,18.4489,-1.2008,1.5045,-1.0,9.482
146511,749,18.3064,-7.5726,6.2379,15.455,9.811,1.2358,2.4525,1.0,8.0096,2.1927,5.4094,5.4839,5.8369,0.838,1.1857,-1.0,9.46
146511,750,0.4015,0.2796,-0.0741,-0.2576,0.2892,-0.8019,-0.2591,-1.0,1.6454,-0.7528,0.977,-1.0839,1.2334,-0.793,2.2273,1.0,1.1622
146511,751,1.2256,0.1561,-0.3994,-1.1433,0.4288,-1.7072,-1.1983,-1.0,0.7735,-0.6277,0.2969,0.3242,0.6943,0.4514,2.6998,1.0,1.7586
146511,752,0.8378,0.597,-0.0611,-0.575,0.6001,-0.8515,-0.102,-1.0,0.8602,-0.3607,0.1117,0.7656,0.3776,1.4559,2.8413,1.0,1.6698
146511,753,0.7809,-0.5809,-0.3073,-0.4084,0.6571,-0.5872,-2.6551,1.0,2.4776,1.5353,-0.6153,-1.8417,1.654,-0.9594,-0.3812,-1.0,1.9476
146511,754,1.8309,0.6297,-1.7127,-0.1047,1.8248,-0.0574,-1.2185,1.0,1.6997,0.3073,1.0599,1.2884,1.1035,0.995,1.2886,-1.0,3.124
146511,755,2.1876,0.6215,1.1627,1.7425,1.3184,1.0916,1.0799,-1.0,3.3669,-0.481,1.3401,3.0492,1.4238,1.5053,1.9154,1.0,1.2682
146511,756,0.319,-0.2989,0.0306,-0.018,0.3004,-0.0599,3.0395,-1.0,5.9642,-2.5615,0.2131,5.3809,2.5704,1.4847,3.0586,1.0,1.5737
146511,757,65.5426,-44.7343,14.2317,-45.7397,46.9435,-0.8631,2.8336,1.0,30.9155,18.0516,-7.3191,24.0069,19.479,1.0366,-0.3852,-1.0,89.8449
146511,758,0.4075,0.2068,0.1569,0.2958,0.2596,0.9765,0.6491,1.0,3.3141,-0.688,0.3338,-3.2229,0.7647,-2.1455,2.6899,-1.0,2.1931
146511,759,40.7032,-2.808,9.2239,39.5446,9.6419,2.119,1.8663,1.0,15.8079,-4.0151,2.0369,15.1528,4.5022,1.9281,2.6721,-1.0,5.3232
146511,760,1.3889,0.9701,-0.9715,-0.1819,1.3729,-0.1321,-0.7861,-1.0,2.3361,-0.4767,1.4703,-1.7485,1.5456,-0.9712,1.8843,1.0,3.1076
146511,761,44.5753,-13.2461,-21.6188,36.6622,25.3542,1.1644,-2.1205,-1.0,30.7705,20.935,8.0457,21.0667,22.4278,0.8378,0.3669,1.0,45.837
146511,762,2.5721,-1.2672,1.7497,-1.3919,2.1603,-0.6065,2.1976,-1.0,0.3259,-0.1822,-0.1967,-0.1521,0.2681,-0.5407,-2.3182,1.0,1.2253
146511,763,1.8279,-0.5417,1.2391,-1.2253,1.3523,-0.8134,1.9829,-1.0,2.1975,-1.9684,-0.9365,-0.2569,2.1798,-0.1176,-2.6975,1.0,2.7595
146511,764,68.3278,44.8843,24.6553,-45.2349,51.2102,-0.7964,0.5023,-1.0,29.7545,-26.6261,3.0023,12.9367,26.7948,0.4658,3.0293,1.0,86.4793
146511,765,0.9128,0.8749,-0.1914,-0.1411,0.8956,-0.1569,-0.2154,-1.0,1.9886,1.736,0.931,0.2508,1.9699,0.127,0.4922,1.0,1.0209
146511,766,1.3244,-1.3182,0.0661,0.0318,1.3198,0.0241,3.0915,1.0,12.9736,0.6701,6.5939,11.1523,6.6278,1.292,1.4695,-1.0,5.8798
146511,767,4.1855,3.2431,0.6229,-2.5694,3.3023,-0.7154,0.1897,1.0,2.2056,-2.1341,0.5464,-0.0301,2.2029,-0.0137,2.891,-1.0,5.6118
146511,768,1.6219,-0.1925,-1.4006,0.7879,1.4137,0.5319,-1.7074,1.0,0.3867,0.2059,-0.2009,-0.2359,0.2877,-0.7482,-0.7729,-1.0,1.0794
146511,769,0.7049,0.2266,-0.0534,0.6569,0.2328,1.7606,-0.2313,1.0,11.6329,11.5088,1.158,1.2327,11.5669,0.1064,0.1003,-1.0,3.1162
146511,770,1.2829,-1.2638,-0.1128,0.1576,1.2688,0.1239,-3.0525,-1.0,2.3576,-0.7207,-2.1759,-0.5414,2.2921,-0.234,-1.8907,1.0,1.9823
146511,771,1.281,-1.0173,0.7055,-0.3118,1.238,-0.2493,2.5353,-1.0,6.1183,-3.1564,1.8469,4.9039,3.657,1.1032,2.6122,1.0,3.1189
146511,772,0.978,0.1457,0.1538,-0.9489,0.2118,-2.2049,0.8126,1.0,2.5249,0.9417,-0.349,2.3142,1.0043,1.572,-0.3549,-1.0,3.0308
146511,773,3.094,-2.9673,-0.4233,-0.7601,2.9973,-0.2509,-2.9999,1.0,10.7292,0.5208,2.2871,10.4691,2.3456,2.2013,1.3469,-1.0,9.3464
146511,774,2.6529,-0.6729,0.848,2.4197,1.0825,1.5442,2.2416,-1.0,14.1841,-1.3739,4.2026,13.477,4.4215,1.8335,1.8868,1.0,1.0411
146511,775,4.8764,1.291,0.566,4.667,1.4096,1.9124,0.4132,1.0,14.0463,-3.7645,-11.2395,7.5359,11.8531,0.5993,-1.894,-1.0,9.4401
146511,776,1.8647,1.3665,-1.1997,-0.399,1.8184,-0.2177,-0.7205,1.0,2.1521,-0.6156,-0.7237,1.9281,0.95,1.4567,-2.2756,-1.0,3.0875
146511,777,3.2912,0.3905,0.4287,-3.238,0.5799,-2.4209,0.832,1.0,6.4397,1.5339,2.2184,-5.8467,2.6971,-1.5163,0.9658,-1.0,1.2031
146511,778,25.1884,7.9444,5.3059,23.3061,9.5533,1.6246,0.5888,-1.0,8.8852,-2.7418,0.9434,8.3981,2.8995,1.7851,2.8102,1.0,9.4724
146511,779,12.0982,-1.037,6.1963,10.3385,6.2825,1.2729,1.7366,-1.0,9.7889,-2.4072,9.418,1.1476,9.7208,0.1178,1.821,1.0,9.5625
146511,780,1.9733,-0.9206,1.6514,0.5552,1.8906,0.2896,2.0794,1.0,1.6066,0.4223,-0.0386,-1.5461,0.424,-2.0051,-0.0911,-1.0,2.9975
146511,781,48.0643,44.627,-16.7595,-6.1413,47.6703,-0.1285,-0.3592,-1.0,48.268,-44.8181,16.821,6.1791,47.8707,0.1287,2.7825,1.0,96.3321
146511,782,3.6705,1.5439,1.4384,-3.0014,2.1102,-1.1509,0.7501,-1.0,0.9704,-0.8835,-0.3451,-0.1757,0.9485,-0.1842,-2.7692,1.0,3.1324
146511,783,2.5134,0.222,1.4572,2.0331,1.474,1.1259,1.4196,-1.0,16.0032,4.9829,2.6629,14.9724,5.6498,1.7016,0.4908,1.0,3.1007
146511,784,40.3408,1.3107,22.1833,33.6682,22.222,1.2031,1.5118,1.0,90.5455,-26.4007,-76.6898,40.2511,81.1068,0.4779,-1.9023,-1.0,89.8147
146511,785,8.9006,-2.9976,6.1183,5.7263,6.8132,0.764,2.0264,-1.0,9.0115,2.912,-6.1283,-5.9296,6.785,-0.7894,-1.1272,1.0,17.9108
146511,786,4.6739,-1.9664,1.0913,-4.0959,2.2489,-1.3607,2.635,1.0,4.7336,1.7869,-1.0641,4.251,2.0797,1.4631,-0.5371,-1.0,9.4045
146511,787,8.4242,-4.5173,6.5241,-2.8261,7.9353,-0.349,2.1764,1.0,10.3409,5.0588,-8.6017,2.7097,9.979,0.2683,-1.0392,-1.0,18.6415
146511,788,15.3786,-12.15,-3.5236,-8.7436,12.6507,-0.6454,-2.8593,-1.0,1.7327,0.2158,0.5224,1.6345,0.5652,1.7837,1.1791,1.0,9.53
146511,789,3.0568,-0.7857,-0.7777,-2.8479,1.1055,-1.6751,-2.3613,-1.0,32.2378,-13.4309,0.4452,-29.3032,13.4383,-1.5216,3.1085,1.0,3.1291
146511,790,2.925,1.8066,2.1703,0.7554,2.8239,0.2644,0.8766,1.0,3.0645,1.404,-0.1638,2.717,1.4136,1.4082,-0.1161,-1.0,3.0795
146511,791,0.5245,-0.0404,-0.4825,-0.1718,0.4842,-0.3477,-1.6544,1.0,13.2999,6.689,2.6042,-11.196,7.178,-1.2275,0.3713,-1.0,3.6305
146511,792,9.3521,-5.2257,7.672,1.1328,9.2827,0.1217,2.1688,-1.0,9.1279,5.3193,-7.1928,-1.81,8.946,-0.201,-0.934,1.0,18.4611
146511,793,4.8153,4.4421,0.3932,1.8136,4.4595,0.3962,0.0883,1.0,4.0208,-3.4259,0.3364,2.0751,3.4424,0.5712,3.0437,-1.0,7.8352
146511,794,7.281,-3.6981,1.3559,6.1227,3.9388,1.2246,2.7902,1.0,2.0874,-0.8552,1.1009,1.5501,1.394,0.9584,2.2312,-1.0,1.4585
146511,795,6.1234,-2.0801,3.4759,-4.591,4.0507,-0.9726,2.1101,-1.0,3.1042,-1.4622,0.8894,-2.5876,1.7115,-1.2014,2.5952,1.0,1.4192
